head_label,tail_label,score,kg_score,kg_score_norm,meta_score,rank
364690,334690,0.87125,-6.432625770568848,1.0,0.485,1
245450,228280,0.87125,-6.595068454742432,1.0,0.485,1
262770,227200,0.87125,-6.573636054992676,1.0,0.485,1
51060,284770,0.8705882352941177,-6.0604166984558105,1.0,0.48235294117647054,2
51060,330990,0.8703323731378111,-6.06547737121582,0.9969014975170815,0.490625,3
270760,39190,0.8703125,-6.475176811218262,1.0,0.48124999999999996,1
206760,286690,0.8703125,-6.208608627319336,1.0,0.48124999999999996,1
236730,210770,0.8703125,-6.307957649230957,1.0,0.48124999999999996,1
278360,96000,0.8701612903225806,-6.624120235443115,1.0,0.48064516129032253,1
249050,296970,0.8701612903225806,-6.288113594055176,1.0,0.48064516129032253,1
230190,252250,0.8701612903225806,-6.398451328277588,1.0,0.48064516129032253,1
284050,241260,0.8701612903225806,-6.454285144805908,1.0,0.48064516129032253,1
39800,250110,0.8701612903225806,-6.295719146728516,1.0,0.48064516129032253,1
96000,201420,0.8701612903225806,-5.990861415863037,1.0,0.48064516129032253,1
237990,208400,0.8701612903225806,-6.619055271148682,1.0,0.48064516129032253,1
213030,266210,0.8701612903225806,-6.408697605133057,1.0,0.48064516129032253,1
92800,367450,0.8701612903225806,-6.135416507720947,1.0,0.48064516129032253,1
239160,289650,0.8701612903225806,-6.482784748077393,1.0,0.48064516129032253,2
212110,70300,0.8701612903225806,-6.576712131500244,1.0,0.48064516129032253,1
340150,245470,0.8701612903225806,-6.2969746589660645,1.0,0.48064516129032253,1
327410,278530,0.8701612903225806,-6.249858379364014,1.0,0.48064516129032253,1
339470,207690,0.8701612903225806,-6.435000419616699,1.0,0.48064516129032253,1
228300,48190,0.8701612903225806,-6.017377853393555,1.0,0.48064516129032253,1
1712350,219680,0.8701612903225806,-6.59662389755249,1.0,0.48064516129032253,1
237850,224460,0.8701612903225806,-6.688511371612549,1.0,0.48064516129032253,1
238010,261640,0.8701612903225806,-6.568126678466797,1.0,0.48064516129032253,1
400170,239070,0.8701612903225806,-6.651223659515381,1.0,0.48064516129032253,1
280220,212680,0.8701612903225806,-6.430889129638672,1.0,0.48064516129032253,1
278530,327410,0.8701612903225806,-6.613914966583252,1.0,0.48064516129032253,1
2600,286690,0.8701612903225806,-6.400141716003418,1.0,0.48064516129032253,1
219990,239070,0.8701612903225806,-6.566978454589844,1.0,0.48064516129032253,1
352400,45740,0.8701612903225806,-6.51991081237793,1.0,0.48064516129032253,1
234670,313690,0.8701612903225806,-6.440465927124023,1.0,0.48064516129032253,1
205100,48190,0.8701612903225806,-6.377513408660889,1.0,0.48064516129032253,1
40990,203160,0.8701612903225806,-6.377170562744141,1.0,0.48064516129032253,1
322170,70300,0.8701612903225806,-6.536722660064697,1.0,0.48064516129032253,1
